ps_id,epe_service,epe_start,epe_end,epe_contract_value,epe_stages,epe_high_risk,epe_contract_type,epe_gia,epe_description_1,epe_description_2,epe_description_3,epe_notes,data_origin,e_id,pm_id,temp_sort
5,Building Surveyor /Contract Administrator,2024,2025,47000,n/a,FALSE,JCT Traditional,n/a,"A Primary School, located in the area, is a vibrant and inclusive community school serving children aged 5 to 11. The toilets were refurbished in 2024 to address issues related to ageing infrastructure, hygiene, and accessibility, ensuring the facilities met modern standards for safety, cleanliness, and inclusivity. The project involved refurbishment of boys and girls KS2 toilets and included the creation of additional toilet in cupboard – flooring, solid grade laminate cubicles, cistern ductwork and vanity troughs.",Procurement tender procedure; managing project from start to finish; final account preparation,"The project faced several challenges, including delays in material deliveries, health and safety concerns, and issues with workmanship and site coordination. These factors contributed to an extended project timeline, which grew from an initial six weeks to thirty weeks. During the works, changes in site management were made to help improve progress and communication. Throughout the contract period, I maintained positive working relations with the school. Following a review meeting with the contractor, they offered to redecorate both the boys’ and girls’ toilets and several internal doors as a goodwill gesture. The school was patient and cooperative throughout, and relations between ourselves and the school remain strong.",Use this for demo,demo,178,106,112
5,Building Surveyor,2024,2025,70000,n/a,FALSE,JCT Traditional,n/a,"The project involved the removal of Crittall windows and softwood doors and replacing with uPVC windows and aluminium doors. This was required as the original single glazed ill-fitting steel Crittall frames with single ply board beneath offered poor thermal performance. The softwood doors with single glazed units were splitting and despite external redecorations the paint was delaminating, and the doors were nearing the end of their serviceable life.",Procurement tender procedure; managing project from start to finish; final account preparation,"Challenges included Asbestos removal of packers to the Crittall windows An asbestos R&D survey showed inconclusive. This resulted in the need for a watching brief at the start of contract to determine the use of asbestos containing materials in the packers and this could not be carried out until the windows were removed. We could not assume that if one window was clear the rest would follow. The asbestos contractor needed the windows out to ascertain if the material for the packers were asbestos and subsequently if notifiable. It was deemed notifiable so the windows had to be boarded up while we waited for the removal of the Crittall windows - also, three high level windows could not be removed externally as the school’s office summer building was directly sited beneath them; the school had to allow to clear out a large storeroom prior to the removal of these windows. The school also had issues with dust and debris damaging their hall curtains/walls/floor which the contractor addressed. We worked closely with the school informing them of the plan to move the project forwards, but that any dust a debris would be managed and minimised where possible. The project was completed on time and the internal finishings were cleaned. The school was happy with the result.",Use this for demo,demo,178,107,113
13,Project Lead/ Designer / CA,2020,2021,500000,03-Jun,TRUE,JCT Traditional,Unknown,"In 2021, This Tower Block, underwent refurbishment to enhance residential quality and sustainability. Works focused on the roof, concrete repairs and window and door replacement which supported the overall objective of improved energy efficiency, and upgrading of roof access and security. Working with the client we contributed to the wider regeneration of the estate into a vibrant, community-focused urban living environment.","Provided design services from RIBA Stage 3 / 4, and Project Lead, Contract Administrator from RIBA Stage 5+","The building is an occupied tower block. As a result, we were responsible for managing clients and residents to ensure a safe working environment of a high-risk building.",Use this for demo,demo,75,108,114
13,Project Lead/ Designer / CA,2021,2022,510000,03-Jun,TRUE,JCT Traditional,Unknown,"In 2021, this Tower Block, underwent refurbishment to enhance residential quality and sustainability. Works focused on the roof, concrete repairs and window and door replacement which supported the overall objective of improved energy efficiency, and upgrading of roof access and security. Working with the client we contributed to the wider regeneration of the estate into a vibrant, community-focused urban living environment.","Provided design services from RIBA Stage 3 / 4, and Project Lead, Contract Administrator from RIBA Stage 5+.","The building is an occupied tower block and had to manage clients, residents and ensure safe working practice of a high-risk building.",Use this for demo,demo,75,108,115
3,Project Lead/ Designer / CA,2023,2024,600000,03-Jun,TRUE,JCT Traditional,Unknown,"Full refurbishment of a care home, work included decoration, kitchen fitting, fixtures and fittings replaced, demolition, landscape works and fire safety works.","Provided design services from RIBA Stage 3 / 4, and Project Lead, Contract Administrator from RIBA Stage 5+.",The home was occupied during the works with very vulnerable people living there. It took very careful planning and organisation for the project to be completed.,Use this for demo,demo,75,109,116
15,Part 2 Architectural Assistant / Temp Lead,2022,,16000000,03-Apr,FALSE,JCT D&B,1500sqm,"This is a multifunctional community health and sports hub located in close proximity of a city Stadium. The development includes three artificial grass football pitches and a large car park. The main pavilion houses a range of community facilities: football changing rooms, a public cafe with kitchen and servery, a pharmacy, a GP surgery with multiple consultation and treatment rooms, administrative offices, and a first-floor gym with dedicated changing facilities and additional office space for medical staff.","Temporary project lead through the planning phase. Created and submitted drawings for the planning application, achieving successful approval. Led and organised documentation for planning submission as well as surveys identification and quotation. Participated in and facilitated one of the public consultation days. Maintained coordination between design updates and client/stakeholder feedback.","The inclusion of a GP surgery and pharmacy required alignment with NHS and clinical spatial standards. The project had strong community interest, making the consultation process particularly impactful.",Use this for demo,demo,64,8,117
15,Part 2 Architectural Assistant,2020,,10000000,03-Apr,FALSE,JCT D&B,750sqm,"This is a community-focused sports development consisting of three new artificial football pitches and a central pavilion building. The pavilion includes player and staff changing facilities, a café with kitchen and service areas, as well as spaces for community and foundation use. The site also incorporates a car park, bicycle storage, and integrates an existing grass pitch.",Assisted with planning and tender documentation preparation. Compiled and organised design and technical documents for submission. Developed and presented alternative layout options to the client. Supported design revisions and produced updated visualisations. Collaborated with the team to coordinate client feedback into design adjustments,"Visualisation work helped the client understand and select between spatial configurations. A key focus was balancing accessibility, community engagement, and sports functionality.",Use this for demo,demo,64,9,118
11,Part 2 Architectural Assistant / Temp Lead,2025,,4000000,01-Mar,FALSE,JCT D&B,300sqm/plot,"Located in the local area, formerly an Adult Training Centre demolished circa 2016, was identified under the ‘site allocations plan’ (SAP) as a potential development site for a permanent ‘gypsy & traveller’ site. Provision of a new site is necessary to meet the Authority’s statutory obligations for facilities of this type and was subsequently ratified under planning policy HG 6. THe street is a 0.72-hectare site identified as being capable of accommodating approximately 8 pitches.","Produced initial site layout sketches exploring both low-density and high-density pitch options. Identified and arranged topographical and utilities surveys to support early-stage decision-making. Created a planning policy tracker to highlight potential planning constraints and considerations. Developed a design brief tracker outlining spatial and functional requirements for each plot. Collaborated with external consultants across Landscape, Highways, and Quality Assurance to inform viable site design options.","Early feasibility required balancing policy compliance with the client’s flexibility in density and future expansion. The site’s SAP allocation helped guide its development potential, but also introduced constraints around access, amenity provision, and environmental sensitivities. Co-designing with multidisciplinary teams at such an early stage required careful coordination to avoid rework at planning. Delivering two contrasting but realistic layout strategies was essential to give the client a meaningful choice moving forward.",Use this for demo,demo,64,110,119
13,"Lead Designer, Lead Designer & TA",2020,2023,8000000,1-3/1-6,FALSE,D&B,2-7x 93m2 Units,This project encompassed conversion of existing garage sites owned by the Council and Essex to residential houses to be used as social housing. The sizes of plots varied and the proposal incorporated 2 to 7 units of terraced houses with amenity space and car parking.,Lead Designer from RIBA Stage 2; Designer from Stage 0-2; TA role from Stage 4 onwards,"All remaining garage sites, are usually small and come with challenges eg right of way, overlooking and underground services that need to be avoided or moved.",Use this for demo,demo,145,111,120
3,Part 2 Architectural Assistant,2023,,10000000,4b-5,FALSE,JCT Design and Build,3690m2 over 3 floors,"The practice was appointed to carry out the post-planning RIBA stages for a 62-bed care home scheme in Berkshire, adjacent to a housing development. This project sought to provide a high-quality living environment that integrates seamlessly with the surrounding community.","Provided architectural assistance from RIBA Stage 4b. My responsibilities including producing amendments to GA plans, elevations, fire strategy and proposed ceiling type drawings in line with the client’s vision. As well as producing typical construction detail drawings, window, door and art stone schedules, setting out drawings and room layouts in line with the client model and RDS.","Careful negotiation with planning was required as the clients desired number of beds differed to the approved scheme. The project also involved coordinating a variety of materials and interfaces, demanding precise detailing to ensure vital coherence and performance.",Use this for demo,demo,181,112,121
3,Part 2 Architectural Assistant,2020,2024,10000000,03-Jun,FALSE,"Design and Build, JCT Building Contract.",3519m2 over 3 floors.,"A 66-bed new build care home situated on the land in Kent. This application aimed to supersede a previous approval granted for a 78-bed care home for the elderly which received permission in August 2021. The design was a T shape care home aimed to support residential care as well as caring for those living with dementia. The home features a wide range of facilities including a cinema, sensory room and private dining room. The care home was designed to BREEAM ‘Very Good’.","Responsible for delivering architectural services following planning consent through stages 3-6 and assisting in technical tender drawings covering various aspects of the design including brick detailing, fire strategy drawings room layouts.",Challenges presented due to its intricate brick detailing combined with Metframe construction. Client led design changes during the process necessitated careful spatial reconfiguration to minimise costly alterations to the pre-engineered steel frame.,Use this for demo,demo,181,113,122
3,Part 2 Architectural Assistant,2020,2024,15000000,04-Jul,FALSE,JCT Traditional,4400m2 over 3 floors.,"The site was a former care home in disrepair, granted planning permission in July 2021 for a 90-bed scheme to support exceptional elderly and dementia care. Facilities included a large cinema, hairdressers, a pub, terrace lounges, large dining rooms as well as an arts and crafts room and physio. Originally brought onto the scheme during RIBA stage 4, my role within the Harrogate scheme would largely involve the coordination of technical drawings, commenting on other consultant drawings and coordinating room layout proposals with the interior design team.","Responsible for assisting lead architect to deliver architectural services through work stages 4-7 including snagging documentation prior to practical completion. Attendance to monthly site meetings, finalising elements in coordination with subcontractors, as well as generally responding to any contractor RFI’s alongside the supervision of the project Architect.","Challenges to the project included tight budgets, and delays during construction due to inclement weather. Another challenge lay in delivering the care home as a turnkey project for a Private Care company, the end user. It was essential to ensure the client, and the end user were fully aligned throughout the process. The scheme was selected as one of the four finalists for the UK Luxury Care Home Award 2025, from a list of 150 care homes. The care home was designed to BREEAM ‘Very Good’.",Use this for demo,demo,181,114,123
5,Architectural,2019,2021,8000000,01-Mar,FALSE,JCT D&B,"1,900m2","A large, three-storey extension is being developed for an existing Special School to accommodate 80 secondary-age and Post-16 pupils. The project includes extensive external works on a constrained urban site, featuring dedicated areas for pupil drop-off and collection, a multi-use games area (MUGA), and various play and social spaces. The new building houses class bases, specialist classrooms, support spaces, a hall designed for dining and trampoline use, and a life skills room. A key aspect of the design is the integration of a link building to ensure seamless circulation and continuity with the existing school facilities.",Project lead up to novation at RIBA Stage 3. School/client liaison and advisory thereafter and providing information regarding planning requirements and design intent. An architectural technologist became project lead for Nordwick for Stages 4 and 5.,"This is a constrained site with minibus movements to co-ordinate to ensure that pupils arrive and depart in a calm state of mind. Mature trees needed to be retained whilst not presenting a hazard from the pupils. The school wanted the extension and existing school to feel like a single institution, so it was paramount to design safe, continuous circulation throughout the combined buildings and for the pupils to be able to identify with all the areas relevant to them.",Use this for demo,demo,73,75,124
5,Architectural project lead,2022,2024,368256,01-Jun,FALSE,JCT Standard XQ,400m2,"In the delivery of this project, one wing of an existing primary school has been refurbished to create a dedicated base for 16 pupils with special educational needs, primarily those with autism and behavioural or learning difficulties. The internal works included the development of spacious group rooms, play areas, an office, a kitchen, a calm room, a sensory room, and fully accessible WCs and a hygiene room. Externally, the project involved designing new access routes, secure boundaries, and a covered, purpose-built play and curriculum area to support the pupils’ specific needs in a safe and engaging environment.","Project lead including client and school liaison, working with the contractor and contract administrator.",The existing mainstream classrooms were not suitable for special needs and there were spaces which were out of sight. The design brought all the pupils’ areas up to standard and created a flow of movement which allowed easy supervision. The previously awkward spaces are now used as staff areas. The secure external play areas have been very successful and are in constant use in all weathers.,Use this for demo,demo,73,115,125
10,Co-ordination of design,2020,2021,600000,04-May,FALSE,NEC3 ECC,"6,000 m2","The refurbishment of a Council head office was undertaken to enhance accessibility, improve sustainability, and create a more welcoming environment for both staff and visitors.","I was assisting the architectural project lead and responsible for maintaining the design intent. In practice, the complexity of developing co-ordinated design through Stage 4 required several workshop-style design meetings both internally and with the contractor, with support from the architectural project lead and our design director.","The façade of the building is a 19th century building which makes a significant contribution to the streetscape in the city centre. However, the height of the entrances and fenestration caused difficulties in upgrading the services between the floors – there was not enough depth for the usual contemporary range of ducts and plant. Inter-disciplinary workshops achieved bespoke solutions that have resulted in light, airy spaces which preserve the historical character of the building.",Use this for demo,demo,73,116,126
5,Project Lead / Contract Administrator,2022,2023,70151,RIBA 1 - 6,FALSE,JCT Minor Works,24m2,Remodelling of WC and Calm Room areas to achieve minimum dimensions required for Calm Room by the City Council. Replacement of existing Mechanical & Electrical services to suit new arrangement.,Led the project from RIBA 1 to RIBA 6 and produced all architectural design information. Managed design input from M&E and Acoustic Engineers and Clerks of Work.,Constrained programme; project was to be delivered over 6-week Summer holidays and ready for occupation by SEN pupils at start of new school term.,Use this for demo,demo,57,117,127
13,Architectural Technician / Contract Administrator,2023,2024,191000,RIBA 1 - 6,FALSE,JCT Minor Works,93.4m2,Remodelling and change of use of LCC office property into 7-bed residential unit for let by city council. Improvements to fabric performance and several future-proofing accessibility measures were included in the scope.,"Development of RIBA 1 design. Submission of planning and change of use applications. Supported in administering requests for variations and chaired pre-start, progress, and handover meetings.","Challenging relationship to navigate between Contractor, Client, and Nordwick. Greatly extended programme of works and numerous contentious variations to approve. Complications related to project forming part of wider 80+ property contract.",Use this for demo,demo,57,118,128
11,Project Lead,2024,,1269736,RIBA 1 – 4 ongoing,FALSE,tbc,530m2,Extensive refurbishment of existing Grade II listed religious building. Partial demolition and remodelling of 1970’s link building.,"Project lead, production of all drawings at all stages. Coordination of surveyors, consultants, and other designers both internal and external.",Independently managing a private client and navigating the higher information requirements imposed by listed building status.,Use this for demo,demo,57,119,129
12,Business Support Lead,2019,,,N/A,FALSE,NCC SLA,N/A,"Managing the County Council Rates Bills for their estate portfolio across the county, via 7 Billing Authorities.","Checking Rates Bills against Riverlake software calculations and C2 data to ensure correct liability and cost figures for each premises, and bulk upload of c.230 Rates Bills via Master Schedule to CPT Finance by end of June deadline on annual basis.",county estates portfolio is a constantly moving entity and county liability must be checked via colleague reviews to ensure that each site is liable for the bills presented to CPT Finance at the bulk upload data transfer. The value of the processed Rates Bills in total each year is in excess of £3m.,Use this for demo,demo,182,120,130
12,Business Support Lead,2022,,,N/A,FALSE,Derbyshire Police SLA,N/A,"Managing Central County Constabulary Rates Bills for their estate portfolio across the central region, via 9 Billing Authorities.","Checking Rates Bills against Riverlake software calculations and G drive data to ensure correct liability and cost figures for each premises, and bulk upload of c.45 Rates Bills via Master Schedule to Strategic Finance by mid-July deadline on annual basis.",With Central County Constabulary estate portfolio being initially unfamiliar in terms of the geography it was a challenge to develop knowledge of locations for police stations and offices. This was developed over time. The value of the processed Rates Bills in total each year is in excess of £1.8m.,Use this for demo,demo,182,121,131
12,Lead,2019,,,N/A,FALSE,Asset Valuations,N/A,Staff conducting inspections at Police stations and offices for Asset Valuation projects across the country are required by Police Forces to have been vetted centrally prior to gaining entry to each site.,"Responsible for guiding each staff applicant through the Police National Vetting Service Portal, from the initial Proof of ID exchange with central Vetting Unit to providing access for staff to complete their online vetting applications to deadline.","Ensuring that each application was submitted to deadline via the online Portal process was a high priority, given that rolling clearances expire every 3 years so staff conducting asset valuation inspections could be refused entry to Police stations if not completed in a timely manner.",Use this for demo,demo,182,122,132
14,Resident Engineer Consultant / CA,2024,2025,11000000,,TRUE,JCT Traditional,Unknown,"A requirement to raise the flood wall level of a named Dock at a Royal Naval Dockyard was identified. This involved demolishing a section of the floodwall along the whole length of the dock, and casting a new concrete wall above. The dock is used for the defueling of the decommissioned nuclear submarines at the dockyard.","Inspection, approval and sign off of all concrete works required for the construction of the new floodwall. This included checking that all reinforcement cages were compliant with the design prior to pouring of concrete. Pre-pour checks, approval of all concrete mixes prior to pouring, and post pour checks.","The Submarine Refit Complex (SRC at an Unamed Dockyard is a Ministry of Defence asset. All personnel working within the dockyard are required to be competent in their fields and are required to obtain full security clearance. The design of the floodwall refurbishment was highly complex, and due diligence was required in ensuring all works were carried out to the high standards required for a nuclear licensed site. The ability to identify non-compliance in reinforcement as per design was required, as well as tolerances.",Use this for demo,demo,183,123,133
6,Structural Inspection /Design Engineer,2014,2018,10000000,,TRUE,NEC3,20 hectares,"A 5 yearly inspection regime of all civil assets is required to all operating nuclear sites. These are managed under Licence Condition 28 (LC28). All civil and structural assets on the site are required to be inspected by a competent structural engineer on a 5 year basis. Any breaches in licence conditions, e.g. building or structures becoming unfit for purpose can result in the loss of the operating licence for the site. Power Station 1 operated two reactors. The station is a highly complex site with numerous buildings and systems.","All buildings on the site were required to be fully inspected, and any defects reported. I was responsible for advising on remediation of structural shortfalls, and for the design of temporary works required for works to be carried out. Also, I was a resident engineer at the site during the replacement of the reactor building roof. This involved removal of the existing roof membrane over an area of approx.. 200m2. I was required to approve the design and installation of the new roof covering and to make daily checks on the installation. During my time at Power Station 1, I mentored a placement student who is now a lead project engineer at the site","The most challenging aspect was the requirement to provide remediation solutions for highly complex buildings in both concrete and steel framed buildings. These had to be compliant with strict nuclear regulations. Each proposal was required to go through the modifications process at the site. This involved writing submissions, justifying the proposal from a nuclear safety perspective, and presenting the submission to the nuclear safety panel for approval.",Use this for demo,demo,183,124,134
6,Principal Engineer,2014,2024,22000000,,TRUE,NEC 3 Option C,"1,234m²",A new nuclear power station is being constructed in the UK. The project is a large complex infrastructure project which is essential to provide energy for approximately 60 years. The Nuclear reactor building is an extremely complex mix of steel and concrete fame construction,"Principal Engineer for the Nuclear Island, responsible for responding to technical queries, Field Change Requests, and Non Conformance Reports. These were generated by the civil contractor. Most concerned deviations from the design for reinforcement. My role was to either approve the contractor’s proposal to rectify non-conformances, or to propose alternatives. As I was working for the Nuclear New Build/Reactor Island team, my proposals were required to satisfy nuclear safety regulations. I was required to categorise the nuclear safety significance of the deviation or proposal and submit to approved categorisers for assessment/approval.","There were many challenges in meeting the requirements of nuclear safety when proposing solutions to non-conformances, and to approving Field Change Requests. The contractor required prompt responses to their queries as construction/concrete pours could not be delayed. An understanding of the requirements and proposals offered by the contractor was sometimes difficult because of language barriers and unclear descriptions",Use this for demo,demo,183,125,135
5,Lead Designer/Lead Consultant,2021,2024,2000000,0-6,FALSE,JCT Traditional,600m²,"A new two storey, six classroom teaching block with associated facilities, linked back to existing school ‘quad’ block.",Lead Designer and Lead Consultant from RIBA Stage 2 onwards.,"The existing school campus is already well developed and therefore the site of this building was relatively restricted, lying in close proximity to a retaining wall on the site boundary, existing buildings, and playground areas. Part of the solution to this challenge was to link the new building to via an ‘unheated lobby’ such that the new build was thermally separated from the older less efficient buildings.",Use this for demo,demo,24,126,136
5,Lead Designer/Lead Consultant,2019,2023,10000000,03-Jun,FALSE,NEC3 Traditional,"2,550m²","New 100 place SEN school on green field site for pupils with Social, Emotional and Mental Health needs.",Supported the Lead Architect as a technician through RIBA Stage 3 and the beginning of RIBA Stage 4 before taking on the Lead Designer/Lead Consultant role through the remainder of RIBA Stage 4 and RIBA Stage 5.,"Various challenges to contend with throughout the project, the delivery programme was tight and as such the design was completed without the benefit of an end-user who wasn’t brought onboard until the commencement of RIBA Stage 5, resulting in some mid-construction changes which had to be carefully managed with the contractor to limit their programme implication.",Use this for demo,demo,24,127,137
11,Senior Architectural Technician,2023,,9000000,02-May,FALSE,JCT Traditional,"1,300m²",New community centre and doctors’ surgery on steep and challenging site in the city. The two buildings are separated but share a common design aesthetic and are linked via a central public plaza.,Responsible for assisting lead architect to deliver architectural services through all work stages. Acting as the Employer’s Site Representative (ESR) through RIBA Stage 5.,"The site provided by the housing developer for the project is steep dropping several meters from one side to the other resulting in a split-level design approach and the need for multiple retaining elements to create plateaus, creating some complex detailing challenges to be resolved.",Use this for demo,demo,24,128,138
5,Lead Designer,2014,2023,2000000,All RIBA stages,FALSE,Traditional,"1,144sqm","UK College 2 is a large secondary school and sixth form in the area. Its new state-of-the-art Mathematics Building, completed in a 44-week project, features containing 8 bright, modern classrooms with ancillary spaces, with a central linking space containing student social and workspaces, and principal entrance at ground floor.",Led on concept design all the way through to detailed design and construction on site.,"The layout was worked out carefully to fit a tight site with an awkward shape, and within a busy operational campus. The Phase 1 building had to be designed in such a way that it functioned independently and made sense within the campus without the phase 2 portion, as the gap of time between each phase being built was likely to be several years.",Use this for demo,demo,50,129,139
5,Lead Designer,2024,2025,2000000,01-May,FALSE,JCT Traditional,610m²,"Conversion and refurbishment of the Grade II Listed Centre into a 30 place SEMH (social, emotional & mental health) school for children aged 11-16. The Centre was built in 1895 as a grammar school and was later used as a primary school and then most recently an adult education centre.",Responsible for delivering architectural services following planning consent through stages 1-6 and overseeing small team to deliver the project.,The buildings Grade II Listed status restricted external and internal alterations to the building and sensitive design decisions were required to achieve the desired layout. Birds nesting in the loft space delayed the installation of the ventilation system.,Use this for demo,demo,48,130,140
5,Lead Designer,2023,2025,1000000,03-Jun,FALSE,JCT Traditional,"1,225m²","This Education Campus is an all through school with nursery, primary and secondary provisions on one site. The first three phases of a planned expansion the secondary school to 1200 places by fitting out first and second floor shell & core spaces with five new classroom, two science laboratories and a science prep room. Internal alterations were carried out within the existing school to enlarge the dining hall, create a staff room and divide the main hall and drama studio with anoperable p",Responsible for delivering architectural services following planning consent through stages 3-6 and overseeing small team to deliver the project.,The school was occupied through out the project and the logistics of maintaining separation between the construction works and the pupils was very challenging. The new operable wall in the main hall was almost 7m high.,Use this for demo,demo,48,131,141
5,Lead Designer,2020,,3000000,Stage 03-04,FALSE,Not yet in contract,1300m2,"This project underwent multiple progressive design stages as part of a wider school consolidation programme led by the school trust. The element of the consolidation efforts, are involved in surrounds the site, with the renovation of an existing school building and the construction of a two-storey new-build classroom block. The new building will provide classrooms for the primary school on the upper ground floor and playrooms for the nursery on the lower ground floor.","During the initial Stage 03 and Stage 04 design phases, I acted as technical support to the lead architect. My primary focus was the development and detailing of the two-storey new-build element, specification writing, and supporting both the second technician and lead architect with the renovation and additional new-build extension. When a redesign became necessary due to complications described below, I assumed the role of project lead, supported by the technician.","The project has faced multiple challenges, but we have worked hard to overcome them and are now progressing into Stage 05, which is about to commence. The COVID-19 pandemic presented one of the major challenges, as the initial Stage 04 design phase had to be completed entirely online. We overcame this by maintaining constant communication, ensuring coordination was upheld throughout. A second significant issue arose just as we were preparing to commence construction the first time: the contractor entered administration, resulting in a stand-down period. The timing of this event led to a significant increase in costs when retendering. Due to the fixed budget, we overcame this setback by redesigning the scheme and carrying out a substantial value engineering (VE) exercise. This was achieved through strong collaboration with the client and consultant teams.",Use this for demo,demo,49,132,142
11,Technician and Part Lead.,2023,2024,1596635,Stage 02-05,FALSE,JCT Intermediate Contract with Contractor's Design 2016,500m2,"The development phase of the National Lottery Heritage Fund application process validated a Country Park’s status as a specialist centre for outdoor teaching and learning. It was identified that extending and improving the park’s facilities would enable greater access for a diverse range of visitors, establishing the Country Park as a hub for the local community. The project included the extension of the existing visitor centre to provide a new main lobby, Changing Places bathroom, and public WCs, as well as the renovation of the existing visitor centre and the construction of a new workshop building. The new workshop building houses a flexible community workshop room, a ranger workshop, and a garage for vehicle and tool storage.","I joined the project at Stage 04, with responsibility for the technical design of the workshop and for specification writing across the entire project. I also supported the lead designer during the construction phase, overseeing the workshop building element.","Due to the workshop’s location within a forest environment and the use of an innovative under-raft insulation system, complications arose concerning the required reduced dig levels, heave protection, and under-slab insulation. These challenges were overcome by working closely with the contractor and system manufacturer to develop details that met thermal performance requirements while accommodating the achievable reduced dig levels.",Use this for demo,demo,49,133,143
5,M&E Engineer,2024,2025,1000000,04-May,FALSE,JCT,,"The project involved replacement of the VRF system for the whole centre including all pipework, electrical wiring works.","Provided M&E assistance from RIBA Stage 4, and Project Lead, Contract Administrator from RIBA Stage 5+. Project communication with client, tenant and contractor. Monitoring the installation progress and workmanship. Joining the test and commissioning and review the result. Validation of the payment based on the progress.","Key challenge was to minimise the suspension time of air conditioning system as the centre was still in operation. For achieving the purpose, to arrange the installation of the condenser units in advance. After the leakage and electrical test of the condensers, changeover of the existing indoor units to the new condenser system. Thereafter, to replace the indoor unit room by room gradually. Finally, the project was completed successfully and smoothly.",Use this for demo,demo,166,134,144
5,M&E Engineer,2022,2024,,03-Apr,FALSE,JCT,,"A student roost involves two blocks,  with total 137 cluster and studio flats that replaced the mechanical services of MVHR, MV units and HWS system with HW cylinders, expansion vessels and associated valves. Before going forward of the replacement, validation for the major equipment such a. s MVHR / MV units and the HW cylinders were completed with a comprehensive report for the client.",Responsible for delivering MEP services following planning consent with tender procedure from client.,"Key challenges were minimising the effect to the operation of the Student Roost since it would be kept in operation during the work. As proposed, the contractor would carry out the replacement work of the MVHR and HW cylinder for each flat within two days. In this connection, a well preparation including the material delivery, good understanding of the replacement work, comprehensive survey before commencement of work by the contractor was required. After the work was going smooth, two flats would be commenced for the work simultaneously to speed up the progress.",Use this for demo,demo,166,135,145
4,M&E Engineer,2021,2024,2000000,02-Mar,FALSE,JCT Traditional,,"The commercial building was equipped with chiller plant, gas boiler and AHU system originally which are deteriorated. It is proposed to replace the air conditioning system with new VRF system for the whole building including modification work of the existing AHU.",Responsible for delivering MEP services to design the new VRF system including the cooling / heating load calculation based on the modelling.,"During the design stage, it was considered the ventilation supplied by AHU would be disruption to the tenant which cannot be carried out simultaneously with the VRF installation. It was proposed that, begin phased process of installing the office VRF system on a floor-by-floor basis. Replace FCUs zonally to further minimise disruption and align the installation of VAV boxes (for the demand led ventilation) with the FCU replacement. After the FCU and VRF system installation completed, undertake process of replacing AHU fans, installing new AHU housing with thermal wheel heat recovery, and installing a DX heat pump. Doing these works during the spring period should minimise the disruptive impact of brief periods without ventilation.",Use this for demo,demo,166,136,146
11,M&E Engineer,2023,2025,1000000,2,FALSE,JCT Traditional,,"Based on the fire strategy report, the smoke extraction system for the shopping centre should be redesigned for the compliance purpose. To complete the survey for the existing smoke extraction system and the electrical power supply system for the design.","Responsible for planning of the modification of the LV switch board, replacement of the smoke extraction fans and BMS control panel.","The new smoke extraction flow rate as required by the report was much higher than the existing, it is required to replace the existing eight smoke extraction fans. However, the existing space and power supply for the six out of eight smoke extraction fans were not suitable for replacing a larger fan. Survey was conducted for the existing LV main board to check the feasibility of larger power supply for the new smoke extraction system and modification for the LV main switch board was proposed to the client.",Use this for demo,demo,166,137,147
13,Planning Consultant,2021,2023,,RIBA 0-3,FALSE,N/A,N/A,"Nordwick Planning Consultancy prepared and submitted a planning application for the redevelopment of land south of the county, on behalf of East UK Borough Council 2 as part of its Strategic Housing Delivery plan (SHDP), which as part of its remit identified a number of sites across the borough that could contribute to the Council’s objective of delivering affordable housing with low carbon emission and ‘green’ developments. Your","Norwick Planning Consultancy was responsible for preparation and submission of planning application for redevelopment of the site to provide 40, one and two bedroom apartments and community room, comprising 100% affordable housing and Zero Carbon (in use) for the Borough Council. Any specific","As part of the development of the scheme we worked closely with the borough planners, county Highways, the LLFA and county Police address any issues at an early stage and received no objections from statutory consultees to the planning application submission. We also worked closely with existing residents, neighbouring properties and the local community through our public consultation events and sought to address relevant concerns where possible. The proposal gained planning consent at committee in December 2022 and will deliver a high-quality affordable housing scheme which is energy efficient and zero carbon in use and exceeds planning policy requirement.",Use this for demo,demo,184,138,148
13,Planning Consultant,2013,2014,,RIBA 0-3,FALSE,N/A,N/A,"This multi-award winning development of sustainable Passivhaus family homes was the first project for East UK District Council 3. Nordwick was appointed as planning consultant to prepare a planning application to develop the former garden of a large private house just outside the area, for housing.","Nordwick Planning Consultancy played a pivotal role in preparing, submitting and monitoring the planning application to deliver development on this publicly owned land, providing 14 energy efficient family homes, exceeding the affordable housing policy requirements, delivering environmental benefits including provided a community woodland whilst still delivering profit to the developer.","The development of the site for housing presented a number of obstacles. The site was located outside the defined settlement limit for Hellesdon on a heavily constrained site by trees with access from a busy A road. The project had to be managed sensitively in the planning process to overcome several planning challenges associated with trees, ground conditions, open space requirements, affordable housing, refuse and servicing, archaeology, highways and viability issues to ensure that planning permission was granted within a very tight timescale in a manner that avoided the need for onerous pre-commencement planning conditions.",Use this for demo,demo,184,139,149
